PRODUCT,FECHAPEDIDO,PURCHASING_HOSPITAL,PURCHASING_DEPARTMENT,NUMERO,REFERENCIA,UNIDADESCONSUMOCONTENIDAS,PRECIO,IMPORTELINEA,TIPOCOMPRA,TGL,PRODUCTO,CODIGO_CLASS,CODIGO_NUM,YEAR,MONTH,DAYOFMONTH,DAYOFYEAR,CANTIDADCOMPRA
64663,2023-02-27,10,1,243018/23,413568,5,26.399925,1979.994375,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.8660254037844386,-0.72479278722912,0.8406184056344782,375
64663,2023-03-01,18,1,250363/23,413568,5,26.399925,897.59745,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.0,0.20129852008866006,0.8587639582758029,170
64663,2023-03-02,0,2,256786/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.0,0.39435585511331855,0.8674563547295968,200
64663,2023-03-08,18,1,283450/23,413568,5,26.399925,1610.395425,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.0,0.9987165071710528,0.9141279881853337,305
64663,2023-03-24,4,1,380981/23,413568,5,26.399925,395.998875,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.0,-0.9884683243281114,0.989932495087353,75
64663,2023-03-24,0,2,382997/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.0,-0.9884683243281114,0.989932495087353,200
64663,2023-03-24,18,1,380984/23,413568,5,26.399925,1478.3958,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.0,-0.9884683243281114,0.989932495087353,280
64663,2023-03-27,13,1,388030/23,413568,100,527.9985,2639.9925,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.0,-0.72479278722912,0.995918996147179,500
64663,2023-04-18,8,,478782/23,413568,5,26.399925,1636.79535,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.8660254037844387,-0.4853019625310808,0.9587178169872964,310
64663,2023-04-18,13,1,478786/23,413568,100,527.9985,2639.9925,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.8660254037844387,-0.4853019625310808,0.9587178169872964,500
64663,2023-04-19,0,2,486360/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.8660254037844387,-0.651372482722222,0.9536809966304457,200
64663,2023-04-21,8,,497603/23,413568,5,26.399925,2006.3943,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.8660254037844387,-0.8978045395707417,0.9427611433904207,380
64663,2023-04-25,7,3,511300/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.8660254037844387,-0.9377521321470804,0.9175836260593937,200
64663,2023-04-28,8,,527769/23,413568,5,26.399925,1610.395425,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.8660254037844387,-0.5712682150947924,0.895839290734909,305
64663,2023-05-08,8,,568634/23,413568,5,26.399925,1927.194525,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.49999999999999994,0.9987165071710528,0.8064799463209448,365
64663,2023-05-11,13,1,586553/23,413568,100,527.9985,1583.9955,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.49999999999999994,0.7907757369376989,0.7748840413670407,300
64663,2023-05-15,0,2,600497/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.49999999999999994,0.10116832198743272,0.7295575540864875,200
64663,2023-05-16,8,,606303/23,413568,5,26.399925,1742.39505,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.49999999999999994,-0.10116832198743204,0.717676913675962,330
64663,2023-05-17,8,,614196/23,413568,5,26.399925,1927.194525,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.49999999999999994,-0.2993631229733582,0.705583610107178,365
64663,2023-05-23,8,,635789/23,413568,5,26.399925,1715.995125,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.49999999999999994,-0.9987165071710528,0.6287628145958344,325
64663,2023-05-24,8,,641601/23,413568,5,26.399925,1610.395425,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.49999999999999994,-0.9884683243281114,0.6152845999633276,305
64663,2023-05-31,8,,678849/23,413568,5,26.399925,1900.7946,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.49999999999999994,-2.4492935982947064e-16,0.5160623910158528,360
64663,2023-06-01,8,,684351/23,413568,100,527.9985,2111.994,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.2246467991473532e-16,0.20129852008866006,0.5012418134457758,400
64663,2023-06-07,13,1,707219/23,413568,100,527.9985,2639.9925,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.2246467991473532e-16,0.9884683243281114,0.4093559588156213,500
64663,2023-06-09,8,,718420/23,413568,5,26.399925,1689.5952,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.2246467991473532e-16,0.9680771188662043,0.3777079652039649,320
64663,2023-06-20,0,2,762833/23,413568,5,26.399925,580.79835,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.2246467991473532e-16,-0.7907757369376986,0.19667288979357647,110
64663,2023-06-22,8,,773986/23,413568,5,26.399925,2745.5922,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.2246467991473532e-16,-0.9680771188662041,0.16280701293851715,520
64663,2023-06-30,0,2,811737/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.2246467991473532e-16,-0.20129852008866114,0.02581844022713308,200
64663,2023-07-03,8,,818253/23,413568,5,26.399925,1927.194525,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.4999999999999998,0.5712682150947923,-0.02581844022713239,365
64663,2023-07-06,8,,835423/23,413568,5,26.399925,1927.194525,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.4999999999999998,0.9377521321470804,-0.07738647923346322,365
64663,2023-07-12,8,,854723/23,413568,5,26.399925,1742.39505,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.4999999999999998,0.6513724827222223,-0.17976658572556214,330
64663,2023-07-13,0,2,862623/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.4999999999999998,0.48530196253108104,-0.19667288979357622,200
64663,2023-07-13,13,1,860539/23,413568,100,527.9985,2111.994,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.4999999999999998,0.48530196253108104,-0.19667288979357622,400
64663,2023-07-17,8,,870231/23,413568,5,26.399925,1636.79535,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.4999999999999998,-0.2993631229733582,-0.2636654927280072,310
64663,2023-07-19,4,1,881351/23,413568,100,527.9985,527.9985,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.4999999999999998,-0.651372482722222,-0.2967128192734901,100
64663,2023-07-21,8,,889799/23,413568,5,26.399925,1715.995125,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.4999999999999998,-0.8978045395707417,-0.3294084822245302,325
64663,2023-07-26,8,,904378/23,413568,5,26.399925,1795.1949,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.4999999999999998,-0.848644257494751,-0.4093559588156211,340
64663,2023-08-01,0,2,941044/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844384,0.20129852008866006,-0.5012418134457756,200
64663,2023-08-02,8,,944098/23,413568,5,26.399925,2164.79385,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844384,0.39435585511331855,-0.5160623910158526,410
64663,2023-08-08,13,1,964350/23,413568,100,527.9985,2111.994,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844384,0.9987165071710528,-0.6016240632249227,400
64663,2023-08-10,7,3,971222/23,413568,100,527.9985,2639.9925,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844384,0.8978045395707416,-0.6287628145958345,500
64663,2023-08-14,8,,985341/23,413568,100,527.9985,6863.9805,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844384,0.29936312297335804,-0.6807734094770159,1300
64663,2023-08-17,0,2,989938/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844384,-0.2993631229733582,-0.7176769136759615,200
64663,2023-08-29,0,2,1026721/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844384,-0.3943558551133187,-0.8452490573530634,200
64663,2023-08-29,13,1,1025983/23,413568,100,527.9985,2111.994,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844384,-0.3943558551133187,-0.8452490573530634,400
64663,2023-09-06,8,,1110341/23,413568,5,26.399925,6415.181775,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-1.0,0.9377521321470804,-0.9106046300942162,1215
64663,2023-09-21,0,2,1170822/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-1.0,-0.8978045395707417,-0.9859481499638303,200
64663,2023-09-25,8,,1179753/23,413568,5,26.399925,6098.382675,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-1.0,-0.9377521321470804,-0.9951053111006974,1155
64663,2023-10-05,0,2,1236419/23,413568,100,527.9985,1055.997,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844386,0.8486442574947509,-0.9973249731081555,200
64663,2023-10-09,7,3,1247854/23,413568,100,527.9985,2639.9925,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844386,0.9680771188662043,-0.989932495087353,500
64663,2023-10-24,8,,1307159/23,413568,5,26.399925,7101.579825,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.8660254037844386,-0.9884683243281114,-0.9209712877166346,1345
64751,2023-01-05,10,1,11237/23,4628,100,9.900001,148.500015,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.49999999999999994,0.8486442574947509,0.08596479873744647,1500
64751,2023-01-12,18,1,32248/23,4628,100,9.900001,178.200018,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.49999999999999994,0.6513724827222223,0.2051044998686192,1800
64751,2023-01-30,18,1,113540/23,4628,100,9.900001,168.300017,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.49999999999999994,-0.20129852008866114,0.4937755501599772,1700
64751,2023-02-10,0,2,166260/23,4628,2000,198.000012,198.000012,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.8660254037844386,0.8978045395707416,0.6486295610349814,2000
64751,2023-02-14,10,1,177573/23,4628,100,9.900001,148.500015,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.8660254037844386,0.29936312297335804,0.6994583270516471,1500
64751,2023-02-16,18,1,190949/23,4628,100,9.900001,178.200018,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.8660254037844386,-0.10116832198743204,0.7236440382959124,1800
64751,2023-02-25,8,,240016/23,4628,100,9.900001,297.00003,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.8660254037844386,-0.9377521321470804,0.8214765533024142,3000
64751,2023-03-07,18,1,276338/23,4628,100,9.900001,158.400016,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.0,0.9884683243281114,0.9070138128026359,1600
64751,2023-03-24,18,1,381368/23,4628,100,9.900001,188.100019,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.0,-0.9884683243281114,0.989932495087353,1900
64751,2023-03-24,0,2,382996/23,4628,2000,198.000012,198.000012,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.0,-0.9884683243281114,0.989932495087353,2000
64751,2023-04-19,8,,484534/23,4628,100,9.900001,158.400016,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.8660254037844387,-0.651372482722222,0.9536809966304457,1600
64751,2023-04-21,4,1,497784/23,4628,2000,198.000012,198.000012,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.8660254037844387,-0.8978045395707417,0.9427611433904207,2000
64751,2023-05-08,8,,569432/23,4628,100,9.900001,148.500015,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.49999999999999994,0.9987165071710528,0.8064799463209448,1500
64751,2023-05-11,0,2,587017/23,4628,100,9.900001,178.200018,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.49999999999999994,0.7907757369376989,0.7748840413670407,1800
64751,2023-05-16,8,,606020/23,4628,100,9.900001,158.400016,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.49999999999999994,-0.10116832198743204,0.717676913675962,1600
64751,2023-05-24,8,,642848/23,4628,100,9.900001,148.500015,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.49999999999999994,-0.9884683243281114,0.6152845999633276,1500
64751,2023-05-30,8,,665769/23,4628,100,9.900001,158.400016,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.49999999999999994,-0.20129852008866114,0.5307300481619334,1600
64751,2023-06-12,8,,724003/23,4628,100,9.900001,148.500015,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.2246467991473532e-16,0.6513724827222223,0.3294084822245304,1500
64751,2023-06-13,7,3,729229/23,4628,100,9.900001,99.00001,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.2246467991473532e-16,0.48530196253108104,0.3131070409358269,1000
64751,2023-06-16,0,2,748978/23,4628,100,9.900001,118.800012,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.2246467991473532e-16,-0.10116832198743204,0.26366549272800704,1200
64751,2023-06-22,8,,774375/23,4628,100,9.900001,158.400016,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.2246467991473532e-16,-0.9680771188662041,0.16280701293851715,1600
64751,2023-06-30,0,2,813387/23,1624W,400,52.8,211.2,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.2246467991473532e-16,-0.20129852008866114,0.02581844022713308,1600
64751,2023-06-30,8,,813385/23,1624W,400,52.8,792.0,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.2246467991473532e-16,-0.20129852008866114,0.02581844022713308,6000
64751,2023-07-31,8,,936369/23,4628,100,9.900001,168.300017,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.4999999999999998,-2.4492935982947064e-16,-0.4862727071086902,1700
64751,2023-08-08,8,,958658/23,4628,100,9.900001,168.300017,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.8660254037844384,0.9987165071710528,-0.6016240632249227,1700
64751,2023-08-14,4,1,984491/23,4628,2000,198.000012,198.000012,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.8660254037844384,0.29936312297335804,-0.6807734094770159,2000
64751,2023-08-21,8,,1002376/23,4628,100,9.900001,158.400016,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.8660254037844384,-0.8978045395707417,-0.7638886127905429,1600
64751,2023-08-21,0,2,1003095/23,4628,2000,198.000012,198.000012,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.8660254037844384,-0.8978045395707417,-0.7638886127905429,2000
64751,2023-09-05,8,,1081753/23,4628,100,9.900001,168.300017,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-1.0,0.8486442574947509,-0.9033558023246842,1700
64751,2023-09-18,8,,1149765/23,4628,100,9.900001,148.500015,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-1.0,-0.4853019625310808,-0.9760105506323682,1500
64751,2023-09-19,8,,1157275/23,4628,100,9.900001,297.00003,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-1.0,-0.651372482722222,-0.9796136916454901,3000
64751,2023-09-25,0,2,1182293/23,4628,100,9.900001,118.800012,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-1.0,-0.9377521321470804,-0.9951053111006974,1200
64751,2023-10-11,8,,1260338/23,4628,100,9.900001,178.200018,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.8660254037844386,0.7907757369376989,-0.9844738167520923,1800
64751,2023-10-30,8,,1327456/23,4628,100,9.900001,168.300017,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.8660254037844386,-0.20129852008866114,-0.8758917051442433,1700
64751,2023-10-31,0,2,1336697/23,4628,2000,198.000012,198.000012,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.8660254037844386,-2.4492935982947064e-16,-0.867456354729597,2000
41691,2023-01-09,4,1,16033/23,400403,10,134.431,672.155,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.49999999999999994,0.9680771188662043,0.15430882066428117,50
41691,2023-01-09,10,1,16028/23,400403,10,134.431,3226.344,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.49999999999999994,0.9680771188662043,0.15430882066428117,240
41691,2023-01-12,18,1,31885/23,400403,10,134.431,1747.603,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.49999999999999994,0.6513724827222223,0.2051044998686192,130
41691,2023-01-16,10,1,47987/23,400403,10,134.431,3360.775,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.49999999999999994,-0.10116832198743204,0.2719581575341055,250
41691,2023-01-18,0,2,62411/23,400403,10,134.431,1344.31,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.49999999999999994,-0.4853019625310808,0.30492122465628907,100
41691,2023-01-23,7,3,81284/23,400403,10,134.431,672.155,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.49999999999999994,-0.9987165071710528,0.38566340624360707,50
41691,2023-01-24,4,1,86619/23,400403,10,134.431,1075.448,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.49999999999999994,-0.9884683243281114,0.401487989205973,80
41691,2023-01-25,10,1,93473/23,400403,10,134.431,2957.482,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.49999999999999994,-0.9377521321470804,0.4171936026123168,220
